simplified	traditional	pinyin	eng	freq
懦	懦	nuo4	imbecile/timid	1531
逞	逞	cheng3	please oneself/presume on/boast	1530
犁	犁	li2	plow	1530
忏	懺	chan4	feel remorse/regret/repent	1530
拧	擰	ning2/ning3/ning4	to pinch/wring, mistake/to twist, stubborn	1529
亥	亥	hai4	12th earthly branch/9-11 p.m.	1528
佟	佟	tong2	(surname)	1528
叱	叱	chi4	to scold/shout at/to hoot at	1528
舜	舜	shun4	name of an emperor	1527
绊	絆	ban4	to trip/stumble/hinder	1525
龚	龔	gong1	(surname)	1525
腮	腮	sai1	gills/lower part of cheeks	1522
邸	邸	di3	(surname)/lodging-house	1521
椒	椒	jiao1	pepper	1518
蔚	蔚	wei4/yu4	Artemisia japonica/luxuriant, (surname)/place name	1518
湛	湛	zhan4	deep/clear (water)	1514
狩	狩	shou4	hunting-dog/imperial tour	1514
眶	眶	kuang4	eye socket	1511
栈	棧	zhan4	warehouse	1507
薇	薇	wei1		1504
肮	骯	ang1	filthy, dirty/filthy	1499
瀑	瀑	bao4/pu4	shower (rain), waterfall	1497
渣	渣	zha1	dregs	1495
褂	褂	gua4	coat	1493
叽	嘰	ji1	grumble	1492
臀	臀	tun2	butt/buttocks	1489
妞	妞	niu1	little girl	1487
巍	巍	wei1	high/lofty/towering/majestic	1485
唔	唔	en2		1481
疚	疚	jiu4	chronic disease	1480
鲤	鯉	li3	carp	1479
戎	戎	rong2	(surname)/weapon	1479
肇	肇	zhao4	at first/devise/originate	1478
笃	篤	du3	serious (illness)/sincere/true	1473
辙	轍	che4/zhe2	to remove/to withdraw, rut/track	1466
娴	嫺	xian2	elegant/refined	1466
阮	阮	ruan3	Ruan (a surname)	1465
札	札	zha2	write down, short note	1465
懊	懊	ao4	to regret	1462
焘	燾	dao4/tao1	cover over/to envelope	1461
恤	恤	xu4	give relief/sympathy	1459
疹	疹	zhen3	measles/rash	1458
潇	瀟	xiao1	river name/sound of rain and wind	1457
铝	鋁	lu:3/lv3	aluminum	1453
涤	滌	di2	wash/cleanse	1452
恃	恃	shi4	rely upon	1445
喽	嘍	lou2/lou	subordinates in gang of bandits, (part. expressing chagrin or resentment)	1445
砌	砌	qi4	to build by laying bricks or stones	1442
遁	遁	dun4	disappear/to escape	1436
楞	楞	leng2	corner/square beam	1436
阱	阱	jing3	hole/pitfall	1433
咎	咎	jiu4	blame	1431
洼	窪	wa1	winding ditch, depression/sunken/swamp	1430
炳	炳	bing3	bright/brilliant/luminous	1429
噬	噬	shi4	devour/to bite	1419
枫	楓	feng1	maple	1418
拷	拷	kao3	to beat/to flog/to examine by torture	1418
哆	哆	duo1	quiver/woolen cloth	1417
矶	磯	ji1	breakwater/jetty	1417
苇	葦	wei3	reed/rush/Phragmites communis	1416
翩	翩	pian1	fly fast	1414
窒	窒	zhi4	obstruct/stop up	1413
侬	儂	nong2	you (Shanghai dial.)	1412
靶	靶	ba3	target/mark	1411
胰	胰	yi2	soap	1411
芜	蕪	wu2	overgrown with weeds	1409
辫	辮	bian4	a braid or queue/to plait	1408
嚎	嚎	hao2	howl/bawl	1408
妾	妾	qie4	concubine	1408
幌	幌	huang3	advertising sign	1403
踉	踉	liang2/liang4	jump, stagger/sway from side to side	1403
佃	佃	dian4	farmer	1401
葫	葫	hu2	Allium scorodoprasum/bottle gourd	1399
皖	皖	wan3	Anhui	1396
拽	拽	ye4/zhuai1/zhuai4	drag, throw, drag	1396
滤	濾	lu:4/lv4	to strain/to filter	1394
睬	睬	cai3	pay attention/take notice of/to care for	1392
俞	俞	yu2	(surname)/accede	1388
匕	匕	bi1/bi3	an ancient type of spoon, dagger/ladle	1388
谤	謗	bang4	to slander/defame/speak ill of	1387
嗤	嗤	chi1	laugh at/jeer/scoff at/sneer at	1387
捍	捍	han4	ward off (a blow)	1385
孵	孵	fu1	hatch	1383
倪	倪	ni2	(surname)	1380
瘾	癮	yin3	addiction/craving	1379
敝	敝	bi4	my (polite)/poor/ruined/shabby/worn out/defeated	1378
匡	匡	kuang1	correct	1378
磋	磋	cuo1	deliberate/to polish	1377
绫	綾	ling2	damask/thin silk	1377
淆	淆	xiao2		1375
尧	堯	yao2	(surname)/emperor Yao	1375
蕊	蕊	rui3	stamen/pistil	1373
烘	烘	hong1	bake/heat by fire	1371
璋	璋	zhang1	ancient stone ornament	1371
亢	亢	kang4	overbearing	1367
轧	軋	ya4/zha2	crush/in the first place	1367
赂	賂	lu4	bribe/bribery	1362
蝗	蝗	huang2	locust	1360
榆	榆	yu2	elm	1360
骏	駿	jun4	spirited horse	1358
诛	誅	zhu1	execute/punish	1358
勺	勺	shao2	spoon	1357
梵	梵	fan4	Brahma/Sanskrit	1355
炽	熾	chi4	flame/blaze	1354
笠	笠	li4	bamboo rain hat	1354
颌	頜	he2	maxilla and mandible	1353
闸	閘	zha2	gear/watergate	1352
狒	狒	fei4	hamadryad baboon	1349
樊	樊	fan2	(surname)/cage/fence	1346
垢	垢	gou4	dirt/disgrace	1341
瘟	瘟	wen1	epidemic/pestilence/plague	1341
缪	繆	miao4/mou2	(surname), to wind round	1341
菇	菇	gu1	mushroom	1339
琦	琦	qi2	curio/valuable stone	1338
剃	剃	ti4	shave, shave/to weed	1337
迸	迸	beng4	to burst forth/to spurt/to crack/split	1329
溺	溺	ni4/niao4	drown/indulge/be addicted to/spoil (a child), urinate/urine	1329
炫	炫	xuan4	dazzle/to show off, to boast/to show off	1329
惚	惚	hu1	indistinct	1327
嗨	嗨	hai1/hei1	oh alas	1326
陨	隕	yun3	fall/meteor/perish	1324
赃	贓	zang1	booty/spoils	1321
羁	羈	ji1	halter/restrain	1320
臻	臻	zhen1	to reach/utmost	1318
嘀	嘀	di2/di1	backbite	1318
膳	膳	shan4	meals	1315
赣	贛	gan4	Jiangxi	1312
踌	躊	chou2	pace back and forth/hesitate/waver	1310
殉	殉	xun4	buried with dead/die for a cause	1310
桔	桔	jie2/ju2	Platycodon grandiflorus, tangerine	1309
瞿	瞿	ju4/qu2	startled, (surname)	1309
闽	閩	min3	(N) abbreviation for Fujian Province	1307
豚	豚	tun2	suckling pig	1305
掺	摻	chan1/shan3	mix, to grasp	1303
沌	沌	dun4	confused/turbid	1303
惰	惰	duo4	lazy	1302
喳	喳	cha1/zha1	twitter/chirp	1302
椭	橢	tuo3	ellipse	1301
咪	咪	mi1	sound to call cat	1298
霎	霎	sha4	all of a sudden/drizzle	1296
侃	侃	kan3	bold	1295
猝	猝	cu4	abrupt/hurried	1293
窖	窖	jiao4	cellar	1292
戮	戮	lu4	kill	1292
祠	祠	ci2	ancestral hall/temple	1291
瞩	矚	zhu3	to gaze at/to stare at	1284
菁	菁	jing1	flower of leek	1284
躇	躇	chu2	hesitate	1283
佬	佬	lao3	male/man (Cantonese)	1283
肋	肋	lei4	rib	1282
咄	咄	duo1	noise of rage, cry out in anger	1282
忡	忡	chong1	grieved/distressed/sad/uneasy	1273
雍	雍	yong1	(surname)/harmonious	1272
忱	忱	chen2	sincerity/honesty	1268
蕾	蕾	lei3	bud	1268
跄	蹌	qiang1/qiang4	walk rapidly, stagger/sway from side to side	1265
硅	硅	gui1	silicon	1264
伎	伎	ji4	craft	1264
炊	炊	chui1	dress food/to steam/to cook food	1262
钊	釗	zhao1	encourage/to cut/to strain	1261
蝠	蝠	fu2	bat	1259
屎	屎	shi3	stool/feces	1257
拭	拭	shi4	wipe	1257
谛	諦	di4	examine/truth (Buddhist)	1257
褪	褪	tun4/tui4	fade/take off (clothes)	1256
丞	丞	cheng2	deputy	1254
卉	卉	hui4	plants	1253
隧	隧	sui4	subterranean/underground passage	1252
茸	茸	rong2	confused/fluffy/luxuriant growth	1247
钳	鉗	qian2	pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag	1243
啃	啃	ken3	to gnaw/to nibble/to bite	1242
伢	伢	ya2	child (collequial)	1242
闺	閨	gui1	women's apartment	1236
舔	舔	tian3	to lick/to lap	1236
蹬	蹬	deng4/deng1	step into (as tight shoe)	1233
挛	攣	luan2	twisted/bent/crooked/cramped	1230
眺	眺	tiao4	gaze afar	1230
袱	袱	fu2	bundle wrapped in cloth	1227
陇	隴	long3	Gansu	1225
殴	毆	ou1	brawl	1221
柿	柿	shi4	persimmon	1221
梧	梧	wu2	Sterculia platanifolia	1218
惺	惺	xing1	tranquil/understand	1216
弛	弛	chi2	unstring a bow/slacken/relax/loosen	1215
侥	僥	jiao3/yao2	by mere luck	1215
琛	琛	chen1	precious stone/gem	1215
捅	捅	tong3	poke through	1211
酝	醞	yun4	to brew	1206
薯	薯	shu3	potato/yam	1204
曳	曳	ye4	drag	1203
澈	澈	che4	clear (water)/thorough	1202
锈	鏽	xiu4	rust	1198
稠	稠	chou2	dense/crowded/thick/many	1194
眸	眸	mou2	pupil of the eye	1193
咆	咆	pao2	to roar	1191
簧	簧	huang2	metallic reed/spring of lock	1190
鸥	鷗	ou1	common gull	1189
疡	瘍	yang2	ulcers/sores	1189
渎	瀆	du2	ditch/trouble (some one to do)	1186
汲	汲	ji2	draw water from well	1183
嬉	嬉	xi1	amusement	1183
脓	膿	nong2	pus	1180
骡	騾	luo2	mule	1178
穗	穗	sui4	ear of grain	1178
槛	檻	jian4/kan3	bar/railing, door sill/threshold	1176
拎	拎	ling1/lin1	to haul/to lift/to take	1176
巳	巳	si4	6th earthly branch/9-11 a.m.	1176
邢	邢	xing2	(surname)/place name	1176
廿	廿	nian4	twenty	1175
搀	攙	chan1	assist by the arm/mix/support/sustain	1172
曙	曙	shu3	dawn/the dawn of a new epoch (metaphor)	1171
樵	樵	qiao2	firewood/gather wood	1169
隅	隅	yu2	corner	1167
筛	篩	shai1	to filter/to sift/to sieve	1166
谒	謁	ye4	to visit (a superior)	1163
倭	倭	wo1	Japanese/dwarf	1160
痹	痹	bi4	paralysis, numbness, numb/paralysis	1158
猖	猖	chang1	mad/wild	1157
佯	佯	yang2	pretend	1154
肛	肛	gang1	anus	1147
奚	奚	xi1	what why	1147
甭	甭	beng2	need not	1146
抨	抨	peng1	attack/impeach	1146
蛾	蛾	e2	moth	1145
唠	嘮	lao2/lao4	to chatter	1143
荧	熒	ying2	Polyeonatum officinale/glimmer/glimmering/dazzling/perplexed	1142
嵩	嵩	song1	lofty/name of a mountain in Henan	1142
漱	漱	shu4	to rinse (mouth)	1139
酋	酋	qiu2	tribal chief	1138
攘	攘	rang3	throw into confusion	1138
诘	詰	jie2	investigate/restrain/scold	1138
篡	篡	cuan4	to seize/to usurp	1137
睿	睿	rui4	astute/perspicacious/farsighted	1134
噩	噩	e4	startling	1133
怅	悵	chang4	regretful/upset/despair/depressed	1132
盎	盎	ang4	abundant/bowl/dish/pot	1131
徙	徙	xi3	change one's residence	1131
鞅	鞅	yang3/yang1	martingale	1130
漓	漓	li2	pattering (of rain)/seep through	1127
祟	祟	sui4	evil spirit	1127
睫	睫	jie2	eyelashes	1126
攸	攸	you1	distant, far/adverbial prefix	1126
翎	翎	ling2	tail feathers	1125
呛	嗆	qiang1/qiang4	against wind, choke/pungent	1120
筐	筐	kuang1	basket	1119
堑	塹	qian4	moat around a city	1119
檀	檀	tan2	sandal wood	1119
寅	寅	yin2	3-5 a.m./3rd earthly branch	1117
磊	磊	lei3	lumpy/rock pile/uneven	1114
驭	馭	yu4	manage/to drive	1114
惘	惘	wang3	desolate	1114
吠	吠	fei4	to bark	1113
驮	馱	duo4/tuo2	carry on back, carry on back	1111
瑙	瑙	nao3	agate	1108
炬	炬	ju4	torch	1107
痉	痙	jing4	spasm	1106
曝	曝	pu4	to air/to sun	1105
恺	愷	kai3	joyful/kind	1105
胺	胺	an4	amine	1103
萤	螢	ying2	firefly	1103
敕	敕	chi4	imperial orders	1103
筝	箏	zheng1	(mus. instr.)	1100
幡	幡	fan1	banner	1097
霹	霹	pi1	clap of thunder	1095
竺	竺	zhu2	(surname)	1095
烙	烙	lao4	bake/flat iron/large cake	1093
毗	毗	pi2	adjoin/border	1093
鸠	鳩	jiu1	turtle-dove/Turtur orientalis	1092
埠	埠	bu4	a jetty/port/a city/quay	1091
蒜	蒜	suan4	garlic	1091
阜	阜	fu4	abundant/mound	1089
嘈	嘈	cao2	bustling/tumultuous/noisy	1087
乒	乒	ping1	bing (onomat.)	1086
帷	帷	wei2	curtain/screen	1086
啄	啄	zhuo2	to peck	1084
鳌	鰲	ao2	sea turtle	1083
毡	氈	zhan1	felt	1082
阙	闕	que1/que4	deficiency, (surname)/imperial city	1082
褥	褥	ru4	mattress	1081
搔	搔	sao1	disturb/to scratch	1080
笋	筍	sun3	bamboo shoot	1079
冕	冕	mian3	royal crown	1078
狞	獰	ning2	fierce-looking	1078
韶	韶	shao2	(music)/excellent/harmonious	1078
骼	骼	ge2	skeleton	1078
蔼	藹	ai3	friendly	1075
烹	烹	peng1	cuisine/cooking	1074
奄	奄	yan1/yan3	castrate/to delay, suddenly/to embrace	1073
嫖	嫖	piao2	visit a prostitute	1073
沐	沐	mu4	bathe/cleanse/receive favors	1072
噗	噗	pu1	sound of escaping laughter/water	1070
岑	岑	cen2	a small hill/(a surname)	1069
蛟	蛟	jiao1	scaly dragon	1069
掳	擄	lu3	take captive	1067
咏	詠	yong3	sing	1067
弩	弩	nu3	cross-bow	1067
捻	捻	nian3	twirl (in the fingers)	1066
圃	圃	pu3	garden/orchard	1066
孚	孚	fu2	trust	1066
悴	悴	cui4	haggard/sad/downcast/distressed	1064
诣	詣	yi4	go	1063
呱	呱	gu1/gua1	crying sound of child	1063
祁	祁	qi2	(surname)	1062
捶	捶	chui2	beat with the fist/to hammer/to cudgel	1061
钠	鈉	na4	sodium	1061
袄	襖	ao3	coat/jacket/short and lined coat or robe	1057
澎	澎	peng2	sound of waves	1056
氮	氮	dan4	nitrogen	1055
恪	恪	ke4	(surname)/respectful	1055
雏	雛	chu2	chick/young bird	1052
撮	撮	cuo1	bring together/little bit/shovel/gather up/bring together/pick	1049
堰	堰	yan4	weir	1049
彷	彷	pang2	irresolute	1049
鹦	鸚	ying1	parrot	1049
晖	暉	hui1	bright/radiant	1046
犀	犀	xi1	rhinoceros	1044
腑	腑	fu3	internal organs	1043
沽	沽	gu1	buy/sell	1043
橄	橄	gan3	olive	1043
掐	掐	qia1	pick (flowers)/to pinch	1042
亵	褻	xie4	licentious	1042
龋	齲	qu3	decayed teeth/dental caries	1040
嗒	嗒	ta4/da1	to despair	1038
咀	咀	ju3	chew	1037
祺	祺	qi2	felicity	1034
锚	錨	mao2	anchor	1033
匾	匾	bian3/pian2	a tablet/a board with an inscription/a sign hung above a door, basket-couch in coffin	1033
乓	乓	pang1	bang (onomat.)	1032
萃	萃	cui4	collect/collection/dense/grassy/thick/assemble/gather	1032
贻	貽	yi2	bequeath	1032
揖	揖	yi1	greet (by raising the joined hands)	1031
觑	覷	qu4	to spy/watch for	1031
吝	吝	lin4	stingy	1030
憔	憔	qiao2	haggard	1030
羌	羌	qiang1	educated/name of a tribe/strong	1029
诲	誨	hui4	admonish/instruct	1028
砾	礫	li4	gravel/small stone	1028
蠕	蠕	ru2	to squirm/to wiggle/to wriggle	1028
肴	餚	yao2	mixed/viands, meat dishes	1026
撩	撩	liao1/liao2	lift up (skirt)/pull up (sleeve), stitch/take/tease	1025
坍	坍	tan1	collapse	1015
酥	酥	su1	flaky	1014
袅	嫋	niao3	delicate/graceful	1012
黝	黝	you3	black/dark green	1010
俾	俾	bi3	to cause/to enable	1007
嫣	嫣	yan1	captivating	1005
穹	穹	qiong2	arched/lofty/vast	1004
秧	秧	yang1	shoots/sprouts	1003
妊	妊	ren4	be pregnant	1001
溉	溉	gai4	irrigate	1000
鹊	鵲	que4	magpie	999
聿	聿	yu4	introductory part./pen	999
疙	疙	ge1	pimple/wart	998
蘑	蘑	mo2	mushroom	998
睾	睾	gao1	bank/marsh/testicles	996
楷	楷	kai3	norm/model/(writing)	994
酵	酵	jiao4	yeast	992
茹	茹	ru2	eat/rubicene (chem.)	992
锌	鋅	xin1	zinc	992
滇	滇	dian1	Yunnan	991
辗	輾	zhan3/nian3	roll over on side/turn half over	990
纂	纂	zuan3	compile	990
圭	圭	gui1	jade tablet	988
幔	幔	man4	curtain	988
褒	褒	bao1	to praise	987
揍	揍	zou4	beat up/break to pieces	986
诽	誹	fei3	slander	985
倔	倔	jue2/jue4	crabby/tough	985
腓	腓	fei2	calf of leg/decay/protect	984
颉	頡	xie2/jie2	(surname)/fly upwards/neck	984
锄	鋤	chu2	a hoe/to hoe or dig/to weed/get rid of	981
嗔	嗔	chen1	to be angry at	979
磺	磺	huang2	sulfur	978
攒	攢	cuan2/zan3	bring together, collect/hoard	977
瘩	瘩	da2	sore/boil/scab	974
雳	靂	li4	clap of thunder	974
吆	吆	yao1	shout	973
悚	悚	song3	frightened	973
墩	墩	dun1	block/gate pillar/pier	972
彝	彝	yi2	normal nature of man/rule	972
囱	囪	cong1	window/chimney	968
逍	逍	xiao1	leisurely/easy-going	968
辄	輒	zhe2	sides of chariot where weapons	967
桅	桅	wei2	mast	966
俨	儼	yan3	majestic/dignified	966
纶	綸	lun2	classify/silk thread/twist silk	965
悸	悸	ji4	afraid	964
殃	殃	yang1	calamity	964
帧	幀	zheng4/zhen1	frame/one of a pair (scrolls)/picture	962
俐	俐	li4	clever	960
绮	綺	qi3	beautiful/open-work silk	958
袒	袒	tan3	to bare	957
籽	籽	zi3	seeds	957
孰	孰	shu2	who/which/what	956
愫	愫	su4	guileless/sincere	952
拌	拌	ban4	to mix/mix in/to toss (a salad)	950
橙	橙	cheng2	orange tree/the color orange/orange	946
暨	暨	ji4	and/reach to/the end	946
敖	敖	ao2	ramble	945
赘	贅	zhui4	superfluous	945
抉	抉	jue2	dig/pick	944
淤	淤	yu1	silt	943
剌	剌	la2/la4	to slash, cruel/obstinate	943
娼	娼	chang1	prostitute	943
顼	頊	xu4/xu1	grieved/anxious	942
葵	葵	kui2	sunflower	941
哝	噥	nong2	garrulous	941
酣	酣	han1	intoxicated	939
麓	麓	lu4	foot of a hill	939
钵	鉢	bo1	alms bowl/small earthenware basin	938
琅	琅	lang2	(gem)/tinkling of pendants	938
簸	簸	bo3/bo4	to winnow, dust pan/toss (as waves)	937
禾	禾	he2	cereal/grain	936
铢	銖	zhu1	forty-eighth part of a tael	936
璧	璧	bi4	piece of jade with hole in center	929
娠	娠	shen1	pregnant	928
彗	彗	hui4	comet	926
惋	惋	wan3	regret, be sorry/alarmed	925
腋	腋	ye4	armpit	925
螂	螂	lang2	dragonfly/mantis	925
阪	阪	ban3	a slope/hillside	924
掣	掣	che4	pull/obstruct/hinder/draw	922
劾	劾	he2	impeach	922
沥	瀝	li4	drip	918
粱	粱	liang2	sorghum	918
嚓	嚓	cha1		918
惮	憚	dan4	dread/fear/dislike	916
氖	氖	nai3	neon	915
捎	捎	shao1	bring or take (along)	913
羔	羔	gao1	lamb	911
俟	俟	si4	until/wait for	910
渲	渲	xuan4	wash (color)	906
榄	欖	lan3	olive	905
茧	繭	jian3	cocoon	904
霓	霓	ni2	rainbow	903
鹉	鵡	wu3	parrot	901
胥	胥	xu1	all/assist/to store	901
琶	琶	pa2	(mus. instr.)	900
撬	撬	qiao4	to lift	900
橘	橘	ju2	tangerine	900
拈	拈	nian1		898
笆	笆	ba1	an article made of bamboo strips/fence	896
痊	痊	quan2	recover (from illness)	893
亟	亟	ji2/qi4	urgent, repeatedly/frequently	893
渭	渭	wei4	name of a river	892
狙	狙	ju1	(ape)/to spy/lie in ambush	891
珂	珂	ke1	jade-like stone	889
刨	刨	bao4/pao2	a plane/to plane/level or make smooth, a plane/to plane, eliminate/to dig/to question	888
蜕	蛻	tui4	exuviae of insects or reptiles	886
谚	諺	yan4	proverb	884
憧	憧	chong1	irresolute/unsettled	883
瞟	瞟	piao3	cast a glance	883
馒	饅	man2	steamed bread	881
拗	拗	ao4/niu4	bend/break in two, stubborn/contrary	881
帚	帚	zhou3	broom	878
钗	釵	chai1	hairpin	878
哧	哧	chi1		877
喋	喋	die2	flowing flood/to chatter	877
箫	簫	xiao1	(flute)/pan pipes/xiao - a vertical bamboo flute	874
刁	刁	diao1	artful/wicked	871
怦	怦	peng1	impulsive	869
缭	繚	liao2	lines for a sail/wind round	867
迥	迥	jiong3	distant	866
湄	湄	mei2	brink/edge	866
磐	磐	pan2	firm/stable/rock	864
渝	渝	yu2	Chongqing	864
冗	冗	rong3	extraneous	863
闵	閔	min3	(surname)/feel compassion for	863
噶	噶	ga2	(phonetic)	862
黏	黏	nian2	sticky	862
蕃	蕃	fan2/fan1	flourishing/to reproduce	860
弼	弼	bi4	assist	858
驿	驛	yi4	remount stations	858
淄	淄	zi1	black/name of a river	857
饺	餃	jiao3	dumplings with meat filling	856
踞	踞	ju4	be based upon/squat	854
韬	韜	tao1	bow case/to cover	854
婷	婷	ting2	graceful	853
唆	唆	suo1	incite/suck	852
蜒	蜒	yan2	slug	852
偎	偎	wei1	to cuddle	850
榨	榨	zha4	salted vegetable/to extract	849
漉	漉	lu4	strain liquids	849
碉	碉	diao1	Tibetan stone house	848
皈	皈	gui1	comply with/follow	848
矜	矜	jin1	boast/esteem/sympathize	848
笈	笈	ji2	trunks (for books)	847
枷	枷	jia1	cangue	845
鲨	鯊	sha1	shark	845
蹑	躡	nie4	chase/step/tread	844
瀚	瀚	han4	ocean/vastness	842
酪	酪	lao4	Chinese cream/cheese	840
谑	謔	xue4		840
癖	癖	pi3	habit/hobby	840
烬	燼	jin4	ashes/embers	837
揩	揩	kai1	wipe	837
炙	炙	zhi4	broil	837
蜷	蜷	quan2	Melania libertina/wriggle (as a worm)	837
侏	侏	zhu1	dwarf	836
凋	凋	diao1	withered	835
漪	漪	yi1	ripple	833
悻	悻	xing4	angry	832
蹋	蹋	ta4	step on	826
讪	訕	shan4	abuse/slander	826
搐	搐	chu4	lead/pull	823
碘	碘	dian3	iodine	823
帛	帛	bo2	silk	822
诠	詮	quan2	explain/comment	821
碾	碾	nian3	stone roller	820
擂	擂	lei2/lei4	beat/to grind, beat (a drum)	819
苯	苯	ben3	benzene	816
诃	訶	he1	to blame/ridicule in loud voice	814
铎	鐸	duo2	large ancient bell	813
戊	戊	wu4	5th heavenly stem	811
荀	荀	xun2	(surname)	811
驹	駒	ju1	colt	810
攫	攫	jue2	seize (bird or animal)	810
憬	憬	jing3	awaken	809
哽	哽	geng3	choking	805
踵	踵	zhong3	arrive/follow/heel	805
蟒	蟒	mang3	Python molurus	804
漾	漾	yang4	d (23rd)/ripples	803
啧	嘖	ze2	(interj. of admiration or of disgust)/to click one's tongue/to attempt to (find an opportunity to) speak	802
吮	吮	shun3	to suck	800
楠	楠	nan2	Machilus nanmu	800
氟	氟	fu2	fluorine	800
怂	慫	song3	arouse	799
叼	叼	diao1	(v) hold sth in the mouth	797
竣	竣	jun4	complete/finish	794
偕	偕	jie1/xie2	in company with, in company with	794
漩	漩	xuan2	eddy	794
蹭	蹭	ceng2/ceng4	rub, rub against/walk slowly	793
翌	翌	yi4	bright/tomorrow	793
臆	臆	yi4	feelings/opinion/thoughts	792
挝	撾	zhua1/wo1	beat	792
绚	絢	xuan4	adorned/swift	790
崽	崽	zai3	young of animals	790
糜	糜	mi2	dissolved/rice-gruel/wasted	789
瘢	瘢	ban1	mark/scar on the skin	788
跤	跤	jiao1	bones of leg/wrestle	787
阑	闌	lan2	door-screen/exhausted/late	786
恬	恬	tian2	quiet, calm, tranquil, peaceful	786
豢	豢	huan4	feed pigs and dogs/to rear	785
汶	汶	wen4	name of a river	783
跷	蹺	qiao1	raise one's foot	783
琵	琵	pi2	(mus. instr.)	781
憨	憨	han1	silly/simple-minded	780
蜗	蝸	wo1		780
螅	螅	xi1	(intestinal worm)	779
惴	惴	zhui4	anxious/worried	777
戟	戟	ji3	a lance with two points	775
匮	匱	kui4	(surname)/lacking/empty/exhausted	773
恙	恙	yang4	sickness	772
抿	抿	min3	purse up (lips)/to smooth	771
桢	楨	zhen1	evergreen shrub	771
笺	箋	jian1	letter/note-paper	770
蛤	蛤	ge2/ha2	clam, frog/toad	769
瞳	瞳	tong2	pupil of the eye	769
瓢	瓢	piao2	dipper/ladle	766
秤	秤	cheng3/cheng4	steel yard/scales, steelyard	765
跺	跺	duo4	(v) stamp one's foot	765
潦	潦	lao3/liao2	flooded/heavy rain	765
芹	芹	qin2	Chinese celery	765
哒	噠	da1	(phonetic)/command to a horse/clatter (of horses' hoofs)	764
饬	飭	chi4	keep in order/stern/to order/direct	763
栩	栩	xu3	Quercus serrata	762
曦	曦	xi1	light of day	761
骷	骷	ku1	skeleton	760
嫡	嫡	di2	first wife/son of first wife	758
卤	滷	lu3	brine/salt/gravy, crass/halogen/salt/brine	758
丕	丕	pi1	grand	758
鬓	鬢	bin4	temples/hair on the temples	758
梓	梓	zi3	Catalpa kaempferi	755
嗖	嗖	sou1		753
惦	惦	dian4	think of, remember, miss	752
浚	浚	jun4/xun4	deepen/enlighten/profound	752
咔	咔	ka1		751
藐	藐	miao3	despise/small	750
荃	荃	quan2	(fragrant plant)	750
唧	唧	ji1	(onomat.)/to pump (water)	749
玺	璽	xi3	ruler's seal	749
汛	汛	xun4	high water/sprinkle water	748
铐	銬	kao4	shackles, manacle	748
髅	髏	lou2	skull	747
渤	渤	bo2	Gulf of Chili	745
皿	皿	min3		745
箍	箍	gu1	hoop/bind with hoops	743
馅	餡	xian4	stuffing/forcemeat	742
汾	汾	fen2	name of a river	741
戍	戍	shu4	garrison	741
痔	痔	zhi4	piles/hemorrhoid	741
褶	褶	xi2/zhe3	(arch.) court dress, pleat/crease	740
聆	聆	ling2	apprehend/hear/listen	739
