simplified	traditional	pinyin	eng	level
打架	打架	da3 jia4	to fight, to scuffle, to come to blows, CL:場|场[cháng],	6
打量	打量	da3 liang5	to size sb up, to take measure of, to suppose, to reckon,	6
打猎	打獵	da3 lie4	to go hunting,	6
打仗	打仗	da3 zhang4	to fight a battle, to go to war,	6
大不了	大不了	da4 bu4 liao3	at worst, if worst comes to worst, serious, alarming,	6
大臣	大臣	da4 chen2	chancellor (of a monarchy), cabinet minister,	6
大伙儿	大夥兒	da4 huo3 r5	erhua variant of 大伙[dà huǒ],	6
大厦	大廈	da4 sha4	large building, edifice, mansion, CL:座[zuò],	6
大肆	大肆	da4 si4	wantonly, without restraint (of enemy or malefactor), unbridled,	6
大体	大體	da4 ti3	in general, more or less, in rough terms, basically, on the whole,	6
大意	大意	da4 yi4	careless,	6
大意	大意	da4 yi5	careless,	6
大致	大致	da4 zhi4	more or less, roughly, approximately,	6
歹徒	歹徒	dai3 tu2	evil-doer, malefactor, gangster, hoodlum,	6
带领	帶領	dai4 ling3	to guide, to lead,	6
代价	代價	dai4 jia4	price, cost, consideration (in share dealing),	6
代理	代理	dai4 li3	to act on behalf of sb in a responsible position, to act as an agent or proxy, surrogate,	6
逮捕	逮捕	dai4 bu3	to arrest, to apprehend, an arrest,	6
怠慢	怠慢	dai4 man4	to slight, to neglect,	6
担保	擔保	dan1 bao3	to guarantee, to vouch for,	6
胆怯	膽怯	dan3 qie4	timid, cowardly,	6
淡季	淡季	dan4 ji4	off season, slow business season, see also 旺季[wàng jì],	6
淡水	淡水	Dan4 shui3	potable water (water with low salt content), fresh water,	6
淡水	淡水	dan4 shui3	potable water (water with low salt content), fresh water,	6
蛋白质	蛋白質	dan4 bai2 zhi4	protein,	6
诞辰	誕辰	dan4 chen2	birthday,	6
诞生	誕生	dan4 sheng1	to be born,	6
当场	當場	dang1 chang3	at the scene, on the spot,	6
当初	當初	dang1 chu1	at that time, originally,	6
当面	當面	dang1 mian4	to sb's face, in sb's presence,	6
当前	當前	dang1 qian2	current, today's, modern, present, to be facing (us),	6
当事人	當事人	dang1 shi4 ren2	persons involved or implicated, party (to an affair),	6
当务之急	當務之急	dang1 wu4 zhi1 ji2	top priority job, matter of vital importance,	6
当心	當心	dang1 xin1	to take care, to look out,	6
当选	當選	dang1 xuan3	to be elected,	6
党	黨	Dang3	party, association, club, society, CL:個|个[gè],	6
党	黨	dang3	party, association, club, society, CL:個|个[gè],	6
档案	檔案	dang4 an4	file, record, archive,	6
档次	檔次	dang4 ci4	grade, class, quality, level,	6
岛屿	島嶼	dao3 yu3	island,	6
倒闭	倒閉	dao3 bi4	to go bankrupt, to close down,	6
导弹	導彈	dao3 dan4	guided missile, cruise missile, missile, CL:枚[méi],	6
导航	導航	dao3 hang2	navigation,	6
导向	導向	dao3 xiang4	to be oriented towards, orientation,	6
捣乱	搗亂	dao3 luan4	to disturb, to look for trouble, to stir up a row, to bother sb intentionally,	6
稻谷	稻谷	dao4 gu3	rice crops,	6
盗窃	盜竊	dao4 qie4	to steal,	6
得不偿失	得不償失	de2 bu4 chang2 shi1	(saying) the gains do not make up for the losses,	6
得力	得力	de2 li4	able, capable, competent, efficient,	6
得天独厚	得天獨厚	de2 tian1 du2 hou4	(of an area) rich in resources, (of a person) gifted or able (idiom),	6
得罪	得罪	de2 zui4	to commit an offense, to violate the law, excuse me! (formal), see also 得罪[dé zui],	6
得罪	得罪	de2 zui5	to commit an offense, to violate the law, excuse me! (formal), see also 得罪[dé zui],	6
蹬	蹬	deng1	to step on, to tread on, to wear, Taiwan pr. [dèng],	6
蹬	蹬	deng4	to step on, to tread on, to wear, Taiwan pr. [dèng],	6
灯笼	燈籠	deng1 long2	lantern,	6
登陆	登陸	deng1 lu4	to land, to come ashore, to make landfall (of typhoon etc), to log in,	6
登录	登錄	deng1 lu4	to register, to log in,	6
等级	等級	deng3 ji2	grade, rank, status,	6
瞪	瞪	deng4	to open (one's eyes) wide, to stare at, to glare at,	6
堤坝	堤壩	di1 ba4	dam,	6
敌视	敵視	di2 shi4	hostile, malevolence, antagonism, to view as enemy, to stand against,	6
抵达	抵達	di3 da2	to arrive, to reach (a destination),	6
抵抗	抵抗	di3 kang4	to resist, resistance,	6
抵制	抵制	di3 zhi4	to resist, to boycott, to refuse (to cooperate), to reject, resistance, refusal,	6
递增	遞增	di4 zeng1	to increase by degrees, in increasing order, incremental, progressive,	6
地步	地步	di4 bu4	condition, situation, plight, extent, room for action,	6
地势	地勢	di4 shi4	terrain, topography relief,	6
地质	地質	di4 zhi4	geology,	6
颠簸	顛簸	dian1 bo3	to shake, to jolt, to bump,	6
颠倒	顛倒	dian1 dao3	to turn upside-down, to reverse, back-to-front, confused, deranged, crazy,	6
点缀	點綴	dian3 zhui4	to decorate, to adorn, sprinkled, studded, only for show,	6
典礼	典禮	dian3 li3	celebration, ceremony,	6
典型	典型	dian3 xing2	model, typical case, archetype, typical, representative,	6
垫	墊	dian4	pad, cushion, mat, to pad out, to fill a gap, to pay for sb, to advance (money),	6
电源	電源	dian4 yuan2	electric power source,	6
奠定	奠定	dian4 ding4	to establish, to fix, to settle,	6
惦记	惦記	dian4 ji4	to think of, to keep thinking about, to be concerned about,	6
叼	叼	diao1	to hold in the mouth,	6
雕刻	雕刻	diao1 ke4	to carve, to engrave, carving,	6
雕塑	雕塑	diao1 su4	a statue, a Buddhist image, sculpture, to carve,	6
吊	吊	diao4	a string of 100 cash (arch.), to lament, to condole with,	6
吊	吊	diao4	a string of 100 cash (arch.), to lament, to condole with,	6
调动	調動	diao4 dong4	to transfer, to maneuver (troops etc), to mobilize, to bring into play,	6
跌	跌	die1	to drop, to fall, to tumble, Taiwan pr. [dié],	6
盯	盯	ding1	to watch attentively, to fix attention on, to stare, to gaze, to follow, to shadow sb,	6
叮嘱	叮囑	ding1 zhu3	to warn repeatedly, to urge, to exhort again and again,	6
定期	定期	ding4 qi1	regularly, at regular intervals,	6
定义	定義	ding4 yi4	definition,	6
丢人	丟人	diu1 ren2	to lose face,	6
丢三落四	丟三落四	diu1 san1 la4 si4	forgetful, empty-headed,	6
东道主	東道主	dong1 dao4 zhu3	host, official host (e.g. venue for games or a conference),	6
东张西望	東張西望	dong1 zhang1 xi1 wang4	to look in all directions (idiom), to glance around,	6
董事长	董事長	dong3 shi4 zhang3	chairman of the board, chairman,	6
栋	棟	dong4	classifier for houses or buildings, ridgepole (old),	6
冻结	凍結	dong4 jie2	to freeze (loan, wage, price etc),	6
洞穴	洞穴	dong4 xue2	cave, cavern,	6
动荡	動蕩	dong4 dang4	unrest (social or political), turmoil, upheaval, commotion,	6
动荡	動蕩	dong4 dang4	unrest (social or political), turmoil, upheaval, commotion,	6
动机	動機	dong4 ji1	motor, locomotive, motive, motivation, intention,	6
动静	動靜	dong4 jing4	sound of activity or people talking, news of activity,	6
动力	動力	dong4 li4	power, motion, propulsion, force,	6
动脉	動脈	dong4 mai4	artery,	6
动身	動身	dong4 shen1	to go on a journey, to leave,	6
动手	動手	dong4 shou3	to set about (a task), to hit, to punch, to touch,	6
动态	動態	dong4 tai4	development, trend, dynamic state, movement, moving,	6
动员	動員	dong4 yuan2	to mobilize, to arouse, mobilization, CL:次,個|个[gè],	6
兜	兜	dou1	pocket, bag, to wrap up or hold in a bag, to move in a circle, to canvas or solicit, to take responsibility for, to disclose in detail, combat armor (old),	6
兜	兜	dou1	pocket, bag, to wrap up or hold in a bag, to move in a circle, to canvas or solicit, to take responsibility for, to disclose in detail, combat armor (old),	6
陡峭	陡峭	dou3 qiao4	precipitous,	6
斗争	鬥爭	dou4 zheng1	a struggle, fight, battle,	6
督促	督促	du1 cu4	to supervise and urge completion of a task, to urge on,	6
都市	都市	du1 shi4	city, metropolis,	6
独裁	獨裁	du2 cai2	dictatorship,	6
毒品	毒品	du2 pin3	drugs, narcotics, poison,	6
赌博	賭博	du3 bo2	to gamble,	6
堵塞	堵塞	du3 se4	to block, to stop, blockage,	6
杜绝	杜絕	du4 jue2	to put an end to,	6
端	端	duan1	end, extremity, item, port, to hold sth level with both hands, to carry, regular,	6
端	端	duan1	end, extremity, item, port, to hold sth level with both hands, to carry, regular,	6
端午节	端午節	Duan1 wu3 jie2	the Dragon Boat Festival (5th day of the 5th lunar month),	6
端正	端正	duan1 zheng4	upright, regular, proper, correct,	6
短促	短促	duan3 cu4	short in time, fleeting, brief,	6
断定	斷定	duan4 ding4	to conclude, to determine, to come to a judgment,	6
断断续续	斷斷續續	duan4 duan4 xu4 xu4	intermittent, off and on, discontinuous, stop-go, stammering, disjointed, inarticulate,	6
断绝	斷絕	duan4 jue2	to sever, to break off,	6
堆积	堆積	dui1 ji1	to pile up, to heap, accumulation,	6
对策	對策	dui4 ce4	countermeasure for dealing with a situation,	6
对称	對稱	dui4 chen4	symmetry, symmetrical,	6
对付	對付	dui4 fu5	to handle, to deal with, to cope, to get by with,	6
对抗	對抗	dui4 kang4	to withstand, to resist, to stand off, antagonism, confrontation,	6
对立	對立	dui4 li4	to oppose, to set sth against, to be antagonistic to, antithetical, relative opposite, opposing, diametrical,	6
对联	對聯	dui4 lian2	rhyming couplet, pair of lines of verse written vertically down the sides of a doorway, CL:幅[fú],	6
对应	對應	dui4 ying4	to correspond, a correspondence, corresponding, homologous, matching with sth, counterpart,	6
对照	對照	dui4 zhao4	to contrast, to compare, to place side by side for comparison (as parallel texts), to check,	6
兑换	兌換	dui4 huan4	to convert, to exchange,	6
兑现	兌現	dui4 xian4	(of a cheque etc) to cash, to honor a commitment,	6
队伍	隊伍	dui4 wu3	ranks, troops, CL:個|个[gè],	6
顿时	頓時	dun4 shi2	immediately, suddenly,	6
多元化	多元化	duo1 yuan2 hua4	diversification, pluralism, to diversify,	6
哆嗦	哆嗦	duo1 suo5	to tremble, to shiver, uncontrolled shaking of the body,	6
堕落	墮落	duo4 luo4	to morally degenerate, to become depraved, a fall from grace, a fall into sin or depravity,	6
额外	額外	e2 wai4	extra, added, additional,	6
恶心	惡心	e3 xin1	bad habit, vicious habit, vice,	6
恶心	惡心	e3 xin1	bad habit, vicious habit, vice,	6
恶心	惡心	e4 xin1	bad habit, vicious habit, vice,	6
恶化	惡化	e4 hua4	to worsen,	6
遏制	遏制	e4 zhi4	to check, to contain, to hold back, to keep within limits, to constrain, to restrain,	6
恩怨	恩怨	en1 yuan4	(feeling of) resentment, (longstanding) grudge,	6
而已	而已	er2 yi3	that's all, nothing more,	6
耳环	耳環	er3 huan2	earring, CL:隻|只,對|对[duì],	6
二氧化碳	二氧化碳	er4 yang3 hua4 tan4	carbon dioxide CO2,	6
发布	發布	fa1 bu4	to release, to issue, to announce, to distribute,	6
发布	發布	fa1 bu4	to release, to issue, to announce, to distribute,	6
发财	發財	fa1 cai2	to get rich,	6
发呆	發呆	fa1 dai1	to stare blankly, to be stunned, to be lost in thought,	6
发动	發動	fa1 dong4	to start, to launch, to unleash, to mobilize, to arouse,	6
发火	發火	fa1 huo3	to catch fire, to ignite, to detonate, to get angry,	6
发觉	發覺	fa1 jue2	to find, to detect, to discover,	6
发射	發射	fa1 she4	to shoot (a projectile), to fire (a rocket), to launch, to emit (a particle), to discharge, emanation, emission,	6
发誓	發誓	fa1 shi4	to vow, to pledge, to swear,	6
发行	發行	fa1 xing2	to publish, to issue (stocks, currency etc), to release, to distribute (a film),	6
发炎	發炎	fa1 yan2	to become inflamed, inflammation,	6
发扬	發揚	fa1 yang2	to develop, to make full use of,	6
发育	發育	fa1 yu4	to develop, growth, development,	6
法人	法人	fa3 ren2	legal person, corporation, see also 自然人[zì rán rén],	6
番	番	Pan1	foreign, ethnic groups from outside China, (when used after a verb) times or fold, classifier for the number of iterations of an action or deed etc,	6
番	番	fan1	foreign, ethnic groups from outside China, (when used after a verb) times or fold, classifier for the number of iterations of an action or deed etc,	6
繁华	繁華	fan2 hua2	flourishing, bustling,	6
繁忙	繁忙	fan2 mang2	busy, bustling,	6
繁体字	繁體字	fan2 ti3 zi4	traditional Chinese character,	6
繁殖	繁殖	fan2 zhi2	to breed, to reproduce, to propagate,	6
反驳	反駁	fan3 bo2	to retort, to refute,	6
反常	反常	fan3 chang2	unusual, abnormal,	6
反倒	反倒	fan3 dao4	but on the contrary, but expectedly,	6
反动	反動	fan3 dong4	reaction, reactionary,	6
反感	反感	fan3 gan3	to be disgusted with, to dislike, bad reaction, antipathy,	6
反抗	反抗	fan3 kang4	to resist, to rebel,	6
反馈	反饋	fan3 kui4	to send back information, feedback,	6
反面	反面	fan3 mian4	reverse side, backside, the other side (of a problem etc), negative, bad,	6
反射	反射	fan3 she4	to reflect, reflection (from a mirror etc), reflex (i.e. automatic reaction of organism),	6
反思	反思	fan3 si1	to think back over sth, to review, to revisit, to rethink, reflection, reassessment,	6
反问	反問	fan3 wen4	to ask (a question) in reply, to answer a question with a question, rhetorical question,	6
反之	反之	fan3 zhi1	on the other hand..., conversely...,	6
范畴	範疇	fan4 chou2	category,	6
泛滥	泛濫	fan4 lan4	to be in flood, to overflow (the banks), to inundate, to spread unchecked,	6
泛滥	泛濫	fan4 lan4	to be in flood, to overflow (the banks), to inundate, to spread unchecked,	6
贩卖	販賣	fan4 mai4	to sell, to peddle, to traffic,	6
方位	方位	fang1 wei4	direction, points of the compass, bearing, position, azimuth,	6
方言	方言	Fang1 yan2	dialect,	6
方言	方言	fang1 yan2	dialect,	6
方针	方針	fang1 zhen1	policy, guidelines, CL:個|个[gè],	6
防守	防守	fang2 shou3	to defend, to protect (against),	6
防疫	防疫	fang2 yi4	disease prevention, protection against epidemic,	6
防御	防御	fang2 yu4	defense, to defend,	6
防止	防止	fang2 zhi3	to prevent, to guard against, to take precautions,	6
防治	防治	fang2 zhi4	prevention and cure,	6
纺织	紡織	fang3 zhi1	spinning and weaving,	6
放大	放大	fang4 da4	to enlarge, to magnify,	6
放射	放射	fang4 she4	to radiate, radioactive,	6
放手	放手	fang4 shou3	to let go one's hold, to give up, to have a free hand,	6
非法	非法	fei1 fa3	illegal,	6
飞禽走兽	飛禽走獸	fei1 qin2 - zou3 shou4	birds and animals, the beasts of the field and the birds of the air,	6
飞翔	飛翔	fei1 xiang2	to fly,	6
飞跃	飛躍	fei1 yue4	to leap,	6
肥沃	肥沃	fei2 wo4	fertile,	6
诽谤	誹謗	fei3 bang4	to slander, to libel,	6
匪徒	匪徒	fei3 tu2	gangster, bandit,	6
废除	廢除	fei4 chu2	to abolish, to abrogate, to repeal,	6
废墟	廢墟	fei4 xu1	ruins,	6
沸腾	沸騰	fei4 teng2	boiling, ebullition,	6
分辨	分辨	fen1 bian4	to distinguish, to differentiate, to resolve,	6
分寸	分寸	fen1 cun5	propriety, appropriate behavior, proper speech or action, within the norms,	6
分红	分紅	fen1 hong2	a bonus, to award a bonus,	6
分解	分解	fen1 jie3	to resolve, to decompose, to break down,	6
分裂	分裂	fen1 lie4	to split up, to divide, to break up, fission, schism,	6
分泌	分泌	fen1 mi4	to secrete, secretion,	6
分明	分明	fen1 ming2	clearly demarcated, sharply contoured,	6
分歧	分歧	fen1 qi2	difference (of opinion, position), bifurcation,	6
分散	分散	fen1 san4	to scatter, to disperse, to distribute,	6
分手	分手	fen1 shou3	to split up, to break up,	6
吩咐	吩咐	fen1 fu5	to tell, to instruct, to command,	6
坟墓	墳墓	fen2 mu4	sepulcher, tomb,	6
粉末	粉末	fen3 mo4	fine powder, dust,	6
粉色	粉色	fen3 se4	white, light pink, erotic, beautiful woman, powdered (with make-up),	6
粉碎	粉碎	fen3 sui4	to crush, to smash, to shatter,	6
分量	分量	fen1 liang4	quantity, weight, measure,	6
分量	分量	fen4 liang4	quantity, weight, measure,	6
分量	分量	fen4 liang5	quantity, weight, measure,	6
风暴	風暴	feng1 bao4	storm, violent commotion, fig. crisis (e.g. revolution, uprising, financial crisis etc),	6
风度	風度	feng1 du4	elegance (for men), elegant demeanor, grace, poise,	6
风光	風光	feng1 guang1	scene, view, sight, landscape, to be well-regarded, to be well-off, grand (topolect), impressive (topolect),	6
风气	風氣	feng1 qi4	general mood, atmosphere, common practice,	6
风趣	風趣	feng1 qu4	humor, wit, humorous, witty,	6
风土人情	風土人情	feng1 tu3 ren2 qing2	local conditions and customs (idiom),	6
风味	風味	feng1 wei4	local flavor, local style,	6
封闭	封閉	feng1 bi4	to seal, to close, to confine, to seal off, to close down, sealed, confined, closed, unreceptive,	6
封建	封建	feng1 jian4	system of enfeoffment, feudalism, feudal, feudalistic,	6
封锁	封鎖	feng1 suo3	to blockade, to seal off,	6
丰满	豐滿	Feng1 man3	ample, well developed, fully rounded,	6
丰满	豐滿	feng1 man3	ample, well developed, fully rounded,	6
丰盛	豐盛	feng1 sheng4	rich, sumptuous,	6
丰收	豐收	feng1 shou1	bumper harvest,	6
锋利	鋒利	feng1 li4	sharp (e.g. knife blade), incisive, to the point,	6
逢	逢	feng2	to meet by chance, to come across, to fawn upon,	6
奉献	奉獻	feng4 xian4	to consecrate, to dedicate, to devote,	6
否决	否決	fou3 jue2	veto,	6
夫妇	夫婦	fu1 fu4	a (married) couple, husband and wife, CL:對|对[duì],	6
