pinyin,hanzi,hsk,translation
jiǎ rú,假如,5,"if,"
jiǎ zhuāng,假装,5,"to feign, to pretend,"
jià,嫁,5,"(of a woman) to marry, to marry off a daughter, to shift (blame etc),"
jià zhí,价值,5,"value, worth, fig. values (ethical, cultural etc), CL:個|个[gè],"
jià shǐ,驾驶,5,"to pilot (ship, airplane etc), to drive,"
jiān,煎,5,"to pan fry, to sauté,"
jiān bǎng,肩膀,5,"shoulder,"
jiān jué,坚决,5,"firm, resolute, determined,"
jiān qiáng,坚强,5,"staunch, strong,"
jiān ruì,尖锐,5,"sharp, intense, penetrating, pointed, acute (illness),"
jiān jù,艰巨,5,"arduous, terrible (task), very difficult, formidable,"
jiān kǔ,艰苦,5,"difficult, hard, arduous,"
jiǎn,捡,5,"to pick up, to collect, to gather,"
jiǎn dāo,剪刀,5,"scissors, CL:把[bǎ],"
jiǎn lì,简历,5,"Curriculum Vitae (CV), résumé (resume), biographical notes,"
jiǎn zhí,简直,5,"simply, at all, practically,"
jiàn shēn fáng,健身房,5,"gym, gymnasium,"
jiàn lì,建立,5,"to establish, to set up, to found,"
jiàn shè,建设,5,"to build, to construct, construction, constructive,"
jiàn yì,建议,5,"to propose, to suggest, to recommend, proposal, suggestion, recommendation, CL:個|个,點|点[diǎn],"
jiàn zhù,建筑,5,"to construct, building, CL:個|个[gè],"
jiàn pán,键盘,5,"keyboard,"
jiǎng jiu,讲究,5,"to pay particular attention to, exquisite, aesthetic,"
jiǎng zuò,讲座,5,"a course of lectures, CL:個|个[gè],"
jiàng luò,降落,5,"to descend, to land,"
jiàng yóu,酱油,5,"soy sauce,"
jiāo,浇,5,"to pour liquid, to irrigate (using waterwheel), to water, to cast (molten metal), to mold,"
jiāo huàn,交换,5,"to exchange, to swap, to switch (telecom), commutative (math), to commute,"
jiāo jì,交际,5,"communication, social intercourse,"
jiāo qū,郊区,5,"suburban district, outskirts, suburbs, CL:個|个[gè],"
jiāo shuǐ,胶水,5,"glue,"
jiǎo dù,角度,5,"angle, point of view,"
jiǎo huá,狡猾,5,"crafty, cunning, sly,"
jiào cái,教材,5,"teaching material, CL:本[běn],"
jiào liàn,教练,5,"instructor, sports coach, trainer, CL:個|个,位,名[míng],"
jiào xun,教训,5,"lesson, moral, to chide sb, to lecture sb,"
jiē chù,接触,5,"to touch, to contact, access, in touch with,"
jiē dài,接待,5,"to receive (a visitor), to admit (allow sb to enter),"
jiē jìn,接近,5,"to approach, to get close to,"
jiē zhe,接着,5,"to catch and hold on, to continue, to go on to do sth, to follow, to carry on, then, after that, subsequently, to proceed, to ensue, in turn, in one's turn,"
jiē duàn,阶段,5,"stage, section, phase, period, CL:個|个[gè],"
jiē shi,结实,5,"rugged, sturdy,"
jié,节,5,"festival, holiday, node, joint, section, segment, part, to economize, to save, to abridge, moral integrity, classifier for segments, e.g. lessons, train wagons, biblical verses, CL:個|个[gè],"
jié shěng,节省,5,"saving, to save, to use sparingly, to cut down on,"
jié gòu,结构,5,"structure, composition, makeup, architecture, CL:座,個|个[gè],"
jié hé,结合,5,"to combine, to link, to integrate, binding, CL:次[cì],"
jié lùn,结论,5,"conclusion, verdict, CL:個|个[gè], to conclude, to reach a verdict,"
jié zhàng,结账,5,"to pay the bill, to settle accounts, also written 結帳|结帐,"
jiě fàng,解放,5,"to liberate, to emancipate, liberation, refers to the Communists' victory over the Nationalists in 1949, CL:次[cì],"
jiě shuō yuán,解说员,5,"commentator,"
jiè,届,5,"to arrive at (place or time), period, to become due, classifier for events, meetings, elections, sporting fixtures, years (of graduation),"
jiè kǒu,借口,5,"to use as an excuse, on the pretext, excuse, pretext,"
jiè yān,戒烟,5,"to give up smoking,"
jiè zhi,戒指,5,"(finger) ring,"
jīn shǔ,金属,5,"metal, CL:種|种[zhǒng],"
jǐn,紧,5,"tight, strict, close at hand, near, urgent, tense, hard up, short of money, to tighten,"
jǐn jí,紧急,5,"urgent, emergency,"
jǐn liàng,尽量,5,"as much as possible, to the greatest extent,"
jǐn shèn,谨慎,5,"cautious, prudent,"
jìn bù,进步,5,"progress, improvement, to improve, to progress, CL:個|个[gè],"
jìn kǒu,进口,5,"to import, imported,"
jìn dài,近代,5,"modern times,"
jìn lì,尽力,5,"to strive one's hardest, to spare no effort,"
jīng lì,精力,5,"energy,"
jīng diǎn,经典,5,"the classics, scriptures, classical,"
jīng yíng,经营,5,"to engage in (business etc), to run, to operate,"
jǐng sè,景色,5,"scenery, scene, landscape, view,"
jìng ài,敬爱,5,"respect and love,"
jiǔ bā,酒吧,5,"bar, pub, saloon, CL:家[jiā],"
jiù,救,5,"to save, to assist, to rescue,"
jiù hù chē,救护车,5,"ambulance, CL:輛|辆[liàng],"
jiù jiu,舅舅,5,"mother's brother, maternal uncle (informal), CL:個|个[gè],"
jū rán,居然,5,"unexpectedly, to one's surprise, go so far as to,"
jú zi,桔子,5,"tangerine, also written 橘子,"
jǔ,举,5,"to lift, to hold up, to cite, to enumerate, to act, to raise, to choose, to elect,"
jù bèi,具备,5,"to possess, to have, equipped with, able to fulfill (conditions or requirements),"
jù tǐ,具体,5,"concrete, definite, specific,"
jù dà,巨大,5,"huge, immense, very large, tremendous, gigantic, enormous,"
jù huì,聚会,5,"party, gathering, to meet, to get together,"
jù lè bù,俱乐部,5,"club (i.e. a group or organization) (loanword), CL:個|个[gè],"
jù shuō,据说,5,"it is said that, reportedly,"
juān,捐,5,"to contribute, to donate, contribution, tax, to abandon,"
juǎn,卷,5,"to roll (up), to sweep up, to carry on, roll,"
jué sài,决赛,5,"finals (of a competition),"
jué xīn,决心,5,"determination, resolution, determined, firm and resolute, to make up one's mind, CL:個|个[gè],"
jué duì,绝对,5,"absolute, unconditional,"
jué sè,角色,5,"role,"
jūn shì,军事,5,"military affairs, military matters, military,"
jūn yún,均匀,5,"even, well-distributed, homogeneous,"
kǎ chē,卡车,5,"truck, CL:輛|辆[liàng],"
kāi fā,开发,5,"to exploit (a resource), to open up (for development), to develop,"
kāi fàng,开放,5,"to bloom, to open, to be open-minded, to be open (to the public), to open up (to the outside),"
kāi mù shì,开幕式,5,"opening ceremony,"
kāi xīn,开心,5,"to feel happy, to rejoice, to have a great time, to make fun of sb,"
kǎn,砍,5,"to chop, to cut down, to throw sth at sb,"
kàn bu qǐ,看不起,5,"to look down upon, to despise,"
kàn lai,看来,5,"apparently, it seems that,"
kàng yì,抗议,5,"to protest, protest,"
kǎo yā,烤鸭,5,"roast duck,"
kē,颗,5,"classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc,"
kě jiàn,可见,5,"it can clearly be seen (that this is the case), it is (thus) clear, clear, visible,"
kě kào,可靠,5,"reliable,"
kě pà,可怕,5,"awful, dreadful, fearful, formidable, frightful, scary, hideous, horrible, terrible, terribly,"
kè kǔ,刻苦,5,"hardworking, assiduous,"
kè chéng,课程,5,"course, academic program, CL:堂,節|节,門|门[mén],"
kè,克,5,"variant of 克[kè], to subdue, to overthrow, to restrain,"
kè fú,克服,5,"(try to) overcome (hardships etc), to conquer, to put up with, to endure,"
kè guān,客观,5,"objective, impartial,"
kè tīng,客厅,5,"drawing room (room for arriving guests), living room, CL:間|间[jiān],"
kōng jiān,空间,5,"space, CL:個|个[gè],"
kǒng bù,恐怖,5,"terrible, frightful, frightening, terror, terrorist,"
kòng xián,空闲,5,"idle, free time, leisure,"
kòng zhì,控制,5,"control, to exercise control over, to contain,"
kǒu wèi,口味,5,"a person's preferences, tastes (in food), flavor,"
kuā,夸,5,"to boast, to exaggerate, to praise,"
kuài jì,会计,5,"accountant, accountancy, accounting,"
kuàng quán shuǐ,矿泉水,5,"mineral spring water, CL:瓶,杯[bēi],"
là jiāo,辣椒,5,"hot pepper, chili,"
là zhú,蜡烛,5,"candle, CL:根,支[zhī],"
lái zì,来自,5,"to come from (a place), From: (in email header),"
lán,拦,5,"to cut off, to hinder,"
làn,烂,5,"soft, mushy, well-cooked and soft, to rot, to decompose, rotten, worn out, chaotic, messy, utterly, thoroughly,"
láng,狼,5,"wolf, CL:匹,隻|只,條|条[tiáo],"
láo dòng,劳动,5,"work, toil, physical labor, CL:次[cì],"
láo jià,劳驾,5,"excuse me,"
lǎo bǎi xìng,老百姓,5,"ordinary people, the ""person in the street"", CL:個|个[gè],"
lǎo bǎn,老板,5,"boss, business proprietor, CL:個|个[gè],"
lǎo shí,老实,5,"honest, sincere, open and guileless, naive,"
lǎo shǔ,老鼠,5,"rat, mouse, CL:隻|只[zhī],"
lǎo lao,姥姥,5,"(informal) mother's mother, maternal grandmother,"
lè guān,乐观,5,"optimistic, hopeful,"
léi,雷,5,"thunder, (internet slang) terrifying, terrific,"
lèi,类,5,"kind, type, class, category, similar, like, to resemble,"
lí,梨,5,"pear, CL:個|个[gè],"
lí hūn,离婚,5,"to divorce, divorced from (one's spouse),"
lí mǐ,厘米,5,"centimeter, also written 厘米,"
lǐ bài tiān,礼拜天,5,"Sunday,"
lǐ lùn,理论,5,"theory, CL:個|个[gè],"
lǐ yóu,理由,5,"reason, grounds, justification, CL:個|个[gè],"
lì,粒,5,"grain, granule, classifier for small round things (peas, bullets, peanuts, pills, grains etc),"
lì fāng,立方,5,"cube,"
lì jí,立即,5,"immediately,"
lì kè,立刻,5,"forthwith, immediate, prompt, promptly, straightway, thereupon, at once,"
lì liang,力量,5,"power, force, strength,"
lì rùn,利润,5,"profits,"
lì xī,利息,5,"interest (on a loan), CL:筆|笔[bǐ],"
lì yì,利益,5,"benefit, (in sb's) interest, CL:個|个[gè],"
lì yòng,利用,5,"exploit, make use of, to use, to take advantage of, to utilize,"
lián máng,连忙,5,"promptly, at once,"
lián xù jù,连续剧,5,"serialized drama, dramatic series, show in parts,"
lián hé,联合,5,"to combine, to join, unite, alliance,"
liàn ài,恋爱,5,"(romantic) love, CL:個|个,場|场[chǎng], in love, to have an affair,"
liáng hǎo,良好,5,"good, favorable, well, fine,"
liáng shi,粮食,5,"foodstuff, cereals, CL:種|种[zhǒng],"
liǎo bu qǐ,了不起,5,"amazing, terrific, extraordinary,"
lín shí,临时,5,"at the instant sth happens, temporary, interim, ad hoc,"
líng,铃,5,"(small) bell, CL:隻|只[zhī],"
líng jiàn,零件,5,"part, component,"
líng qián,零钱,5,"change (of money), small change, pocket money,"
líng shí,零食,5,"between-meal nibbles, snacks,"
líng huó,灵活,5,"flexible, nimble, agile,"
lǐng dǎo,领导,5,"lead, leading, to lead, leadership, leader, CL:位,個|个[gè],"
lǐng yù,领域,5,"domain, sphere, field, territory, area,"
liú chuán,流传,5,"to spread, to circulate, to hand down,"
liú lǎn,浏览,5,"to skim over, to browse,"
lóng,龙,5,"dragon, CL:條|条[tiáo], imperial,"
lòu,漏,5,"to leak, to divulge, to leave out by mistake, waterclock or hourglass (old),"
lù,露,5,"dew, syrup, nectar, outdoors (not under cover), to show, to reveal, to betray, to expose,"
lù dì,陆地,5,"dry land (as opposed to the sea),"
lù xù,陆续,5,"in turn, successively, one after the other, bit by bit,"
lù qǔ,录取,5,"to recruit, to enroll,"
lù yīn,录音,5,"to record (sound), sound recording, CL:個|个[gè],"
lún liú,轮流,5,"to alternate, to take turns,"
lùn wén,论文,5,"paper, treatise, thesis, CL:篇[piān], to discuss a paper or thesis (old),"
luó ji,逻辑,5,"logic (loanword),"
luò hòu,落后,5,"to fall behind, to lag (in technology etc), backward, to retrogress,"
mà,骂,5,"to scold, to abuse, CL:通,頓|顿[dùn],"
mài kè fēng,麦克风,5,"microphone (loanword),"
mán tou,馒头,5,"steamed roll, steamed bun, steamed bread, CL:個|个[gè],"
mǎn zú,满足,5,"to satisfy, to meet (the needs of), satisfied, content,"
máo,毛,5,"hair, feather, down, wool, mildew, mold, coarse or semifinished, young, raw, careless, unthinking, nervous, scared, (of currency) to devalue or depreciate, classifier for Chinese fractional monetary unit ( = 角 , = 1, 10 yuan or 10 fen 分),"
máo bìng,毛病,5,"fault, defect, shortcomings, ailment, CL:個|个[gè],"
máo dùn,矛盾,5,"contradictory, contradiction, CL:個|个[gè],"
mào xiǎn,冒险,5,"to take risks, to take chances, foray, adventure,"
mào yì,贸易,5,"(commercial) trade, CL:個|个[gè],"
méi mao,眉毛,5,"eyebrow, CL:根[gēn],"
méi tàn,煤炭,5,"coal,"
měi shù,美术,5,"art, fine arts, painting, CL:種|种[zhǒng],"
mèi lì,魅力,5,"charm, fascination, glamor, charisma,"
mí lù,迷路,5,"to lose the way, lost, labyrinth, labyrinthus vestibularis (of the inner ear),"
mí yǔ,谜语,5,"riddle, conundrum,"
mì qiè,密切,5,"close, familiar, intimate, closely (related), to foster close ties, to pay close attention,"
mì fēng,蜜蜂,5,"bee, honeybee, CL:隻|只,群[qún],"
mì mì,秘密,5,"secret, CL:個|个[gè],"
mì shū,秘书,5,"secretary,"
mián hua,棉花,5,"cotton,"
miàn duì,面对,5,"to confront, to face,"
miàn ji,面积,5,"area (of a floor, piece of land etc), surface area, tract of land,"
miàn lín,面临,5,"to face sth, to be confronted with,"
miáo xiě,描写,5,"to describe, to depict, to portray, description,"
miáo tiáo,苗条,5,"slim, slender, graceful,"
miǎo,秒,5,"second (of time), unit of angle or arc equivalent to one sixtieth of a degree,"
mín zhǔ,民主,5,"democracy,"
míng què,明确,5,"clear-cut, definite, explicit, to clarify, to specify, to make definite,"
míng xiǎn,明显,5,"clear, distinct, obvious,"
míng xìn piàn,明信片,5,"postcard,"
míng xīng,明星,5,"star, celebrity,"
míng pái,名牌,5,"famous brand,"
míng piàn,名片,5,"(business) card,"
míng shèng,名胜,5,"a place famous for its scenery or historical relics, scenic spot, CL:處|处[chù],"
mìng lìng,命令,5,"order, command, CL:道,個|个[gè],"
mìng yùn,命运,5,"fate, destiny, CL:個|个[gè],"
mō,摸,5,"to feel with the hand, to touch, to stroke, to grope, to feel (one's pulse),"
mó tuō chē,摩托车,5,"motorbike, motorcycle, CL:輛|辆,部[bù],"
mó fǎng,模仿,5,"to imitate, to copy, to emulate, to mimic, model,"
mó hu,模糊,5,"vague, indistinct, fuzzy,"
mò shēng,陌生,5,"strange, unfamiliar,"
mǒu,某,5,"some, a certain, sb or sth indefinite, such-and-such,"
mù biāo,目标,5,"target, goal, objective, CL:個|个[gè],"
mù lù,目录,5,"catalog, table of contents, directory (on computer hard drive), list, contents,"
mù qián,目前,5,"at the present time, currently,"
mù tou,木头,5,"slow-witted, blockhead, log (of wood, timber etc), CL:塊|块,根[gēn],"
nǎ pà,哪怕,5,"even, even if, even though, no matter how,"
nán guài,难怪,5,"(it's) no wonder (that...), (it's) not surprising (that),"
nán kàn,难看,5,"ugly, unsightly,"
nǎo dài,脑袋,5,"head, skull, brains, mental capability, CL:顆|颗,個|个[gè],"
nèi kē,内科,5,"internal medicine, general medicine,"
nèn,嫩,5,"tender, soft, delicate, light (color), inexperienced, unskilled,"
néng gàn,能干,5,"capable, competent,"
néng yuán,能源,5,"energy, power source, CL:個|个[gè],"
nián dài,年代,5,"a decade of a century (e.g. the Sixties), age, era, period, CL:個|个[gè],"
nián jì,年纪,5,"age, CL:把,個|个[gè],"
niàn,念,5,"to read, to study (a degree course), to read aloud, to miss (sb), idea, remembrance, twenty (banker's anti-fraud numeral corresponding to 廿, 20),"
nìng kě,宁可,5,"preferably, one would prefer to...(or not to...), would rather, (would) be better to, (to pick) the lesser of two evils,"
niú zǎi kù,牛仔裤,5,"jeans, CL:條|条[tiáo], also written 牛崽褲|牛崽裤,"
nóng,浓,5,"concentrated, dense,"
nóng mín,农民,5,"peasant, CL:個|个[gè],"
nóng yè,农业,5,"agriculture, farming,"
nǚ shì,女士,5,"lady, madam, CL:個|个,位[wèi], Miss, Ms,"
ǒu rán,偶然,5,"incidentally, occasional, occasionally, by chance, randomly,"
pāi,拍,5,"to pat, to clap, to slap, to swat, to take (a photo), to shoot (a film), racket (sports), beat (music),"
pái duì,排队,5,"to line up,"
pái qiú,排球,5,"volleyball, CL:個|个[gè],"
pài,派,5,"clique, school, group, faction, to dispatch, to send, to assign, to appoint, pi (Greek letter Ππ), the circular ratio pi = 3.1415926, (loanword) pie,"
pàn wàng,盼望,5,"to hope for, to look forward to,"
